example_id,gold_answer,k0_answer,k0_correct,k0_new_anchor,k10_answer,k10_correct,k10_new_anchor,k1_answer,k1_correct,k1_new_anchor,k2_answer,k2_correct,k2_new_anchor,k3_answer,k3_correct,k3_new_anchor,k4_answer,k4_correct,k4_new_anchor,k5_answer,k5_correct,k5_new_anchor,k6_answer,k6_correct,k6_new_anchor,k7_answer,k7_correct,k7_new_anchor,k8_answer,k8_correct,k8_new_anchor,k9_answer,k9_correct,k9_new_anchor,policy
336,72,96,False,[],528,False,"[""Then""]",96,False,"[""6""]",96,False,"["" year""]",72,True,"[""2""]",72,True,"[""4""]",512,False,"[""5""]",512,False,"[""6""]",512,False,"["" the""]",572,False,"["" the""]",572,False,"[""4""]",greedy_ig
336,72,96,False,[],96,False,"["" purchase""]",96,False,"[""First""]",46,False,"["" find""]",64,False,"["" the""]",96,False,"["" initial""]",56,False,"["" total""]",56,False,"["" value""]",96,False,"["" of""]",96,False,"["" Maria""]",96,False,"[""'s""]",prefix
337,1,1,True,[],1,True,"[""2""]",1,True,"["" <<""]",1,True,"["">>""]",1,True,"[""/""]",1,True,"[""####""]",1,True,"[""3""]",1,True,"["" -""]",1,True,"[""1""]",1,True,"[""3""]",1,True,"[""*""]",greedy_ig
337,1,1,True,[],1,True,"[""2""]",1,True,"[""Thomas""]",1,True,"["" ate""]",1,True,"[""3""]",11,False,"["" *""]",1,True,"[""2""]",11,False,"["" =""]",1,True,"["" <<""]",1,True,"[""3""]",1,True,"[""*""]",prefix
338,60,60,True,[],60,True,"[""If""]",90,False,"["" <<""]",70,False,"[""7""]",70,False,"["" is""]",60,True,"[""1""]",60,True,"["" group""]",60,True,"[""0""]",60,True,"[""0""]",60,True,"[""0""]",60,True,"["" equal""]",greedy_ig
338,60,60,True,[],0,False,"["" (""]",90,False,"[""If""]",10,False,"[""1""]",10,False,"[""0""]",10,False,"["" is""]",60,True,"["" added""]",80,False,"["" to""]",60,True,"["" the""]",60,True,"["" smallest""]",10,False,"["" group""]",prefix
339,160,60,False,[],160,True,"[""6""]",120,False,"[""<<""]",160,True,"[""The""]",120,False,"[""-""]",120,False,"[""=""]",120,False,"[""*(""]",160,True,"[""2""]",120,False,"[""4""]",160,True,"[""4""]",160,True,"[""0""]",greedy_ig
339,160,60,False,[],160,True,"[""<<""]",60,False,"[""There""]",40,False,"["" are""]",20,False,"[""6""]",20,False,"[""0""]",20,False,"[""*(""]",960,False,"[""2""]",40,False,"[""/""]",40,False,"[""3""]",960,False,"["")=""]",prefix
340,4,4,True,[],4,True,"["" week""]",4,True,"["" adds""]",4,True,"["" drops""]",4,True,"[""7""]",4,True,"[""7""]",4,True,"["" total""]",4,True,"["" when""]",4,True,"["" with""]",4,True,"["" starts""]",4,True,"["" trips""]",greedy_ig
340,4,4,True,[],4,True,"["" each""]",4,True,"[""Josh""]",2,False,"["" starts""]",4,True,"["" with""]",4,True,"[""3""]",4,True,"["" balls""]",4,True,"["" and""]",4,True,"["" adds""]",4,True,"[""1""]",4,True,"["" ball""]",prefix
341,260,210,False,[],160,False,"["" the""]",260,True,"["" than""]",190,False,"["" =""]",160,False,"["" pounds""]",160,False,"["" frog""]",160,False,"[""0""]",160,False,"["" the""]",160,False,"["",""]",160,False,"[""0""]",160,False,"[""0""]",greedy_ig
341,260,210,False,[],210,False,"["" blue""]",210,False,"[""Since""]",210,False,"["" the""]",210,False,"["" pink""]",210,False,"["" frog""]",210,False,"["" weighs""]",210,False,"["" the""]",210,False,"["" same""]",220,False,"["" as""]",210,False,"["" a""]",prefix
342,87,87,True,[],87,True,"[""2""]",87,True,"[""4""]",87,True,"[""4""]",87,True,"[""2""]",87,True,"["" of""]",87,True,"["" she""]",87,True,"[""4""]",87,True,"["" shower""]",87,True,"["" a""]",87,True,"["" baby""]",greedy_ig
342,87,87,True,[],87,True,"["" received""]",87,True,"[""Her""]",97,False,"["" friend""]",97,False,"["" gave""]",87,True,"["" her""]",97,False,"[""2""]",97,False,"[""4""]",24,False,"["" outfits""]",97,False,"["" and""]",97,False,"["" she""]",prefix
343,180000,180000,True,[],180000,True,"[""6""]",180000,True,"["" took""]",180000,True,"[""/day""]",180000,True,"["" meters""]",180000,True,"["" wants""]",180000,True,"[""/""]",180000,True,"[""0""]",180000,True,"[""0""]",180000,True,"["" he""]",180000,True,"[""0""]",greedy_ig
343,180000,180000,True,[],180000,True,"[""/""]",180000,True,"[""T""]",180000,True,"[""yson""]",180000,True,"[""'s""]",180000,True,"["" coach""]",180000,True,"["" wants""]",180000,True,"["" him""]",180000,True,"["" to""]",180000,True,"["" run""]",180000,True,"[""1""]",prefix
344,2,2,True,[],2,True,"["" is""]",2,True,"["" <<""]",2,True,"[""+""]",2,True,"[""9""]",2,True,"[""####""]",2,True,"["" =""]",2,True,"[""5""]",2,True,"["" dollars""]",2,True,"[""1""]",2,True,"["" Box""]",greedy_ig
344,2,2,True,[],2,True,"["" <<""]",2,True,"[""Ju""]",2,True,"[""ice""]",2,True,"["" Box""]",2,True,"["" B""]",2,True,"["" is""]",2,True,"[""4""]",2,True,"[""+""]",2,True,"[""5""]",2,True,"["" =""]",prefix
345,310,310,True,[],310,True,"["" a""]",310,True,"["">>""]",310,True,"[""6""]",310,True,"["" total""]",310,True,"[""*""]",310,True,"["".""]",310,True,"[""4""]",310,True,"[""5""]",310,True,"["" =""]",310,True,"["" number""]",greedy_ig
345,310,310,True,[],310,True,"["" four""]",310,True,"[""The""]",310,True,"["" total""]",310,True,"["" number""]",310,True,"["" of""]",310,True,"["" legs""]",310.0,False,"["" which""]",310,True,"["" the""]",310,True,"["" tables""]",310,True,"["" with""]",prefix
346,9,13,False,[],10,False,"["" son""]",9,True,"["" day""]",9,True,"[""4""]",10,False,"[""0""]",10,False,"["" eats""]",10,False,"[""7""]",10,False,"["" days""]",10,False,"["" her""]",10,False,"["" in""]",10,False,"["" day""]",greedy_ig
346,9,13,False,[],9,True,"["" days""]",9,True,"[""The""]",9,True,"["" son""]",9,True,"["" gets""]",3,False,"[""4""]",9,True,"["" cookies""]",9,True,"["" a""]",9,True,"["" day""]",9,True,"["" for""]",9,True,"[""5""]",prefix
347,36,36,True,[],36,True,"[""2""]",36,True,"["">>""]",36,True,"["",""]",36,True,"["".""]",36,True,"["" on""]",36,True,"["" total""]",36,True,"[""6""]",36,True,"[""*""]",36,True,"["" of""]",36,True,"["" $""]",greedy_ig
347,36,36,True,[],36,True,"[""3""]",36,True,"[""The""]",36,True,"["" total""]",36,True,"["" price""]",36,True,"["" of""]",36,True,"["" the""]",36,True,"[""2""]",36,True,"["" shirts""]",36,True,"["" is""]",36,True,"["" $""]",prefix
348,10,10,True,[],10,True,"[""1""]",10,True,"["" <<""]",10,True,"[""*""]",10,True,"["" because""]",10,True,"[""))""]",10,True,"[""0""]",10,True,"[""1""]",10,True,"["",""]",10,True,"["" because""]",10,True,"["" <<""]",greedy_ig
348,10,10,True,[],10,True,"[""0""]",10,True,"[""They""]",10,True,"["" used""]",10,True,"["" to""]",10,True,"["" make""]",10,True,"["" $""]",10,True,"[""1""]",100,False,"["",""]",10,True,"[""0""]",00,False,"[""0""]",prefix
349,2640,1440,False,[],26400,False,"[""0""]",1440,False,"[""<<""]",2640,True,"[""She""]",2640,True,"["" her""]",2640,True,"[""0""]",2640,True,"["" month""]",2640,True,"[""2""]",2640,True,"[""2""]",2640,True,"[""2""]",2640,True,"[""0""]",greedy_ig
349,2640,1440,False,[],1440,False,"[""<<""]",1440,False,"[""Mad""]",1440,False,"[""eline""]",1440,False,"["" spends""]",1440,False,"[""$""]",1440,False,"[""2""]",1440,False,"[""5""]",1440,False,"[""*""]",1440,False,"[""4""]",2440,False,"[""=$""]",prefix
350,8,9,False,[],8,True,"[""P""]",8,True,"["" /""]",8,True,"["" after""]",8,True,"["" last""]",8,True,"[""1""]",8,True,"[""ey""]",8,True,"["" class""]",8,True,"[""’s""]",8,True,"["" =""]",8,True,"[""3""]",greedy_ig
350,8,9,False,[],9,False,"["" *""]",10,False,"[""P""]",6,False,"[""ey""]",9,False,"[""ton""]",10,False,"[""’s""]",9,False,"["" cooking""]",9,False,"["" class""]",9,False,"["" will""]",9,False,"["" last""]",9,False,"[""3""]",prefix
351,10,10,True,[],10,True,"[""2""]",10,True,"["" roses""]",10,True,"[""9""]",10,True,"[""0""]",10,True,"[""0""]",10,True,"["" for""]",10,True,"[""0""]",10,True,"["" pots""]",10,True,"[""0""]",10,True,"[""6""]",greedy_ig
351,10,10,True,[],10,True,"["" *""]",10,True,"[""For""]",10,True,"["" the""]",10,True,"["" roses""]",10,True,"["",""]",10,True,"["" the""]",10,True,"["" school""]",10,True,"["" wants""]",10,True,"[""3""]",10,True,"[""0""]",prefix
352,21,25,False,[],21,True,"["" she""]",21,True,"[""So""]",21,True,"["" $<<""]",21,True,"["" total""]",21,True,"["" her""]",2,False,"[""####""]",21,True,"[""1""]",21,True,"["" and""]",21,True,"[""4""]",21,True,"["" $""]",greedy_ig
352,21,25,False,[],21,True,"["" $""]",15,False,"[""Andrea""]",21,True,"["" spent""]",21,True,"["" and""]",21,True,"["" gave""]",21,True,"["" her""]",21,True,"["" brother""]",21,True,"["" a""]",21,True,"["" total""]",21,True,"["" of""]",prefix
353,20,8,False,[],20,True,"["" hours""]",8,False,"[""<<""]",6,False,"["">>""]",20,True,"[""/.""]",20,True,"[""*""]",20,True,"["" he""]",20,True,"["" activities""]",20,True,"[""That""]",20,True,"[""4""]",20,True,"[""3""]",greedy_ig
353,20,8,False,[],8,False,"[""2""]",8,False,"[""He""]",8,False,"["" spent""]",8,False,"[""6""]",8,False,"[""/""]",8,False,"[""2""]",8,False,"[""=""]",8,False,"[""<<""]",8,False,"[""6""]",8,False,"[""/""]",prefix
354,45,145,False,[],45,True,"["" earns""]",45,True,"[""She""]",45,True,"["" still""]",45,True,"[""From""]",45,True,"["" $<<""]",45,True,"["" $""]",45,True,"["".""]",45,True,"[""8""]",45,True,"["" *""]",45,True,"[""0""]",greedy_ig
354,45,145,False,[],145,False,"["" she""]",145,False,"[""Subtract""]",105,False,"[""ing""]",245,False,"["" Ann""]",245,False,"[""abelle""]",245,False,"[""’s""]",145,False,"["" initial""]",145,False,"["" savings""]",145,False,"["" shows""]",145,False,"["" that""]",prefix
355,34,34,True,[],34,True,"[""5""]",34,True,"["" <<""]",34,True,"["" of""]",34,True,"[""1""]",34,True,"[""1""]",34,True,"["".""]",34,True,"[""6""]",34,True,"[""4""]",34,True,"[""+""]",34,True,"["" feet""]",greedy_ig
355,34,34,True,[],34,True,"[""5""]",34,True,"[""The""]",34,True,"["" height""]",34,True,"["" of""]",24,False,"["" the""]",34,True,"["" second""]",34,True,"["" tree""]",34,True,"["" is""]",34,True,"[""6""]",34,True,"["" +""]",prefix
356,21,11,False,[],3,False,"["" ×""]",11,False,"["" $<<""]",11,False,"["" is""]",27,False,"["",""]",21,True,"["" $<<""]",1,False,"["".""]",1,False,"["" the""]",1,False,"[""/c""]",3,False,"[""3""]",3,False,"[""0""]",greedy_ig
356,21,11,False,[],11,False,"["" ×""]",4,False,"[""The""]",11,False,"["" cost""]",7,False,"["" of""]",11,False,"["" the""]",11,False,"["" toy""]",11,False,"["" cars""]",11,False,"["" is""]",11,False,"[""6""]",11,False,"["" cars""]",prefix
357,2,3,False,[],2,True,"[""-""]",5,False,"["" because""]",3,False,"["" <<""]",13,False,"[""2""]",3,False,"["" person""]",3,False,"[""arts""]",3,False,"[""*""]",3,False,"["" +""]",3,False,"[""Each""]",2,True,"[""=""]",greedy_ig
357,2,3,False,[],3,False,"["" per""]",9,False,"[""The""]",9,False,"["" go""]",9,False,"["" k""]",9,False,"[""arts""]",9,False,"["" will""]",9,False,"["" cost""]",9,False,"["" $""]",12,False,"[""2""]",13,False,"[""0""]",prefix
358,20,20,True,[],20,True,"[""5""]",20,True,"[""If""]",20,True,"["" cents""]",20,True,"["" spends""]",20,True,"["" $""]",20,True,"[""0""]",20,True,"[""4""]",20,True,"["" saves""]",20,True,"[""1""]",20,True,"[""2""]",greedy_ig
358,20,20,True,[],20,True,"["",""]",20,True,"[""If""]",20,True,"["" each""]",20,True,"["" l""]",20,True,"[""ollip""]",20,True,"[""op""]",20,True,"["" costs""]",20,True,"[""2""]",20,True,"[""5""]",20,True,"["" cents""]",prefix
359,4,4,True,[],4,True,"[""####""]",4,True,"["" <<""]",4,True,"["" had""]",4,True,"[""-""]",4,True,"["">>""]",6,False,"["" /""]",4,True,"[""4""]",4,True,"[""umb""]",4,True,"["" .""]",4,True,"[""/.""]",greedy_ig
359,4,4,True,[],4,True,"[""4""]",4,True,"[""He""]",5,False,"["" spent""]",2,False,"["" $""]",4,True,"[""2""]",4,True,"["" on""]",4,True,"["" g""]",4,True,"[""umb""]",4,True,"[""alls""]",4,True,"["" because""]",prefix
360,25,22,False,[],25,True,"[""5""]",25,True,"["" we""]",25,True,"["" the""]",25,True,"[""ver""]",25,True,"[""2""]",25,True,"[""Thus""]",25,True,"[""4""]",25,True,"[""2""]",25,True,"[""*x""]",25,True,"["".""]",greedy_ig
360,25,22,False,[],25,True,"["" son""]",25,True,"[""Let""]",25,True,"["" x""]",25,True,"["" be""]",25,True,"["" the""]",22,False,"["" age""]",25,True,"["" of""]",25,True,"["" Car""]",22,False,"[""ver""]",25,True,"[""'s""]",prefix
361,20,40,False,[],50,False,"[""=""]",4,False,"[""<<""]",4,False,"[""-""]",48,False,"[""1""]",48,False,"[""=""]",5,False,"[""0""]",50,False,"[""0""]",60,False,"["">>""]",50,False,"[""3""]",50,False,"[""5""]",greedy_ig
361,20,40,False,[],4,False,"[""<<""]",2,False,"[""It""]",50,False,"["" takes""]",5,False,"[""1""]",3,False,"[""0""]",4,False,"[""0""]",2,False,"[""+""]",8,False,"[""7""]",4,False,"[""5""]",8,False,"[""=""]",prefix
362,23,23,True,[],26,False,"["":""]",23,True,"["" ch""]",23,True,"["" /""]",23,True,"["" pounds""]",23,True,"["" of""]",23,True,"["" stuffing""]",23,True,"["" =""]",26,False,"[""8""]",26,False,"[""2""]",26,False,"["" in""]",greedy_ig
362,23,23,True,[],9,False,"["" one""]",2,False,"[""First""]",31,False,"["",""]",23,True,"["" find""]",23,True,"["" the""]",23,True,"["" total""]",1,False,"["" amount""]",38,False,"["" of""]",26,False,"["" stuffing""]",23,True,"["" in""]",prefix
363,6,9,False,[],6,True,"["" hours""]",7,False,"[""<<""]",6,True,"[""+""]",6,True,"["" first""]",6,True,"[""####""]",6,True,"[""3""]",6,True,"[""So""]",6,True,"[""+""]",6,True,"["" second""]",6,True,"["" leg""]",greedy_ig
363,6,9,False,[],6,True,"[""0""]",7,False,"[""The""]",7,False,"["" first""]",7,False,"["" leg""]",7,False,"["" was""]",7,False,"[""2""]",7,False,"[""0""]",6,True,"[""0""]",6,True,"[""+""]",6,True,"[""1""]",prefix
364,49,44,False,[],49,True,"[""6""]",49,True,"["" so""]",49,True,"["" =""]",49,True,"["" =""]",49,True,"["" are""]",49,True,"["" graders""]",49,True,"["",""]",49,True,"["",""]",49,True,"["" fourth""]",49,True,"[""9""]",greedy_ig
364,49,44,False,[],29,False,"["" are""]",49,True,"[""Of""]",49,True,"["" the""]",49,True,"[""9""]",49,True,"[""6""]",49,True,"["" fourth""]",49,True,"["" graders""]",49,True,"["",""]",49,True,"[""4""]",49,True,"[""3""]",prefix
365,18,18,True,[],18,True,"["" are""]",18,True,"[""In""]",18,True,"[""6""]",18,True,"["" total""]",18,True,"[""2""]",18,True,"["" in""]",18,True,"[""1""]",18,True,"[""There""]",18,True,"["" girls""]",18,True,"[""6""]",greedy_ig
365,18,18,True,[],18,True,"["" =""]",18,True,"[""There""]",18,True,"["" are""]",18,True,"[""6""]",18,True,"["" girls""]",18,True,"["" x""]",18,True,"[""2""]",18,True,"["" boys""]",18,True,"[""/g""]",18,True,"[""irl""]",prefix
366,9,9,True,[],9,True,"[""1""]",9,True,"["" <<""]",9,True,"[""-""]",9,True,"[""1""]",9,True,"[""9""]",9,True,"[""9""]",9,True,"[""3""]",9,True,"[""3""]",9,True,"["" =""]",9,True,"[""5""]",greedy_ig
366,9,9,True,[],9,True,"["",""]",9,True,"[""Adding""]",9,True,"["" the""]",9,True,"["" points""]",9,True,"["" obtained""]",9,True,"["" in""]",9,True,"["" the""]",9,True,"["" first""]",9,True,"["" two""]",9,True,"["" tests""]",prefix
367,19,19,True,[],13,False,"["" number""]",19,True,"["" number""]",19,True,"["" violence""]",19,True,"[""4""]",19,True,"["" the""]",19,True,"[""2""]",19,True,"[""3""]",19,True,"["" for""]",13,False,"["" customers""]",13,False,"["" *""]",greedy_ig
367,19,19,True,[],19,True,"["" for""]",19,True,"[""First""]",29,False,"["" quadru""]",18,False,"[""ple""]",19,True,"["" the""]",30,False,"["" number""]",29,False,"["" of""]",19,True,"["" customers""]",18,False,"["" kicked""]",19,True,"["" out""]",prefix
368,18,10,False,[],18,True,"["" Sara""]",10,False,"[""=""]",10,False,"["" <<""]",10,False,"["" which""]",10,False,"[""2""]",24,False,"[""3""]",18,True,"[""8""]",18,True,"["" more""]",18,True,"[""+""]",18,True,"[""3""]",greedy_ig
368,18,10,False,[],10,False,"["",""]",10,False,"[""Erin""]",10,False,"["" now""]",10,False,"["" has""]",10,False,"["" three""]",10,False,"["" times""]",10,False,"["" more""]",10,False,"["" points""]",10,False,"["" than""]",10,False,"["" Sara""]",prefix
369,1198,968,False,[],549,False,"[""4""]",998,False,"[""The""]",994,False,"["" $<<""]",992,False,"["" *""]",992,False,"["" picture""]",979,False,"["" is""]",957,False,"[""1""]",1134,False,"[""2""]",149,False,"[""0""]",149,False,"["" =""]",greedy_ig
369,1198,968,False,[],578,False,"["" *""]",958,False,"[""The""]",978,False,"["" cost""]",998,False,"["" per""]",770,False,"["" picture""]",470,False,"["" frame""]",958,False,"["" is""]",920,False,"["" $""]",770,False,"[""2""]",470,False,"[""0""]",prefix
370,320,320,True,[],320,True,"["" total""]",320,True,"["">>""]",320,True,"["" considering""]",320,True,"["" $""]",320,True,"[""4""]",320,True,"[""0""]",320,True,"[""The""]",320,True,"["" if""]",320,True,"["" save""]",320,True,"["" meaning""]",greedy_ig
370,320,320,True,[],320,True,"["" the""]",320,True,"[""A""]",320,True,"["" DIY""]",320,True,"["" will""]",320,True,"["" saves""]",320,True,"[""2""]",320,True,"[""0""]",320,True,"[""%""]",320,True,"["" after""]",320,True,"["" considering""]",prefix
371,50,50,True,[],50,True,"["" made""]",46,False,"[""<<""]",40,False,"["" were""]",5,False,"[""-""]",9,False,"[""8""]",56,False,"[""5""]",50,True,"[""0""]",50,True,"[""+""]",50,True,"[""After""]",50,True,"["" sold""]",greedy_ig
371,50,50,True,[],40,False,"[""4""]",50,True,"[""On""]",46,False,"["" Saturday""]",40,False,"[""1""]",14,False,"[""4""]",8,False,"[""*""]",8,False,"[""2""]",46,False,"[""=""]",50,True,"[""<<""]",40,False,"[""1""]",prefix
372,5,9,False,[],5,True,"["" of""]",5,True,"[""3""]",5,True,"["" for""]",5,True,"["" hours""]",5,True,"[""1""]",5,True,"["" she""]",5,True,"["" class""]",5,True,"["" hours""]",5,True,"[""5""]",5,True,"["" on""]",greedy_ig
372,5,9,False,[],5,True,"[""2""]",5,True,"[""She""]",5,True,"["" had""]",5,True,"["" practice""]",5,True,"["" for""]",5,True,"[""1""]",5,True,"["" hour""]",5,True,"["" on""]",9,False,"["" Tuesday""]",5,True,"["" and""]",prefix
373,240000,240000,True,[],240000,True,"["" of""]",240000,True,"["" =""]",240000,True,"["" $<<""]",240000,True,"[""=""]",240000,True,"["" were""]",240000,True,"["" faulty""]",240000,True,"["" is""]",240000,True,"[""%""]",240000,True,"[""0""]",240000,True,"[""4""]",greedy_ig
373,240000,240000,True,[],240000,True,"["" equipment""]",240000,True,"[""If""]",240000,True,"[""4""]",240000,True,"[""0""]",240000,True,"[""%""]",240000,True,"["" worth""]",240000,True,"["" of""]",240000,True,"["" the""]",240000,True,"["" pieces""]",240000,True,"["" of""]",prefix
374,45,45,True,[],45,True,"[""4""]",45,True,"["" /""]",45,True,"["" <<""]",45,True,"[""*""]",45,True,"["" *""]",45,True,"["" of""]",45,True,"["")""]",45,True,"[""Mary""]",45,True,"[""5""]",45,True,"["".""]",greedy_ig
374,45,45,True,[],45,True,"["" =""]",35,False,"[""Half""]",45,True,"["" of""]",45,True,"["" the""]",45,True,"["" sheep""]",45,True,"["" is""]",45,True,"[""3""]",45,True,"[""0""]",45,True,"["" /""]",45,True,"[""2""]",prefix
375,48,48,True,[],48,True,"["" rolls""]",48,True,"["" <<""]",48,True,"[""-""]",48,True,"["" left""]",48,True,"["" her""]",48,True,"["" fed""]",48,True,"["" Sherman""]",48,True,"[""8""]",6,False,"[""####""]",48,True,"[""8""]",greedy_ig
375,48,48,True,[],48,True,"["" left""]",48,True,"[""After""]",48,True,"["" feeding""]",48,True,"["" her""]",48,True,"["" children""]",48,True,"["",""]",48,True,"["" Mrs""]",48,True,"["".""]",48,True,"["" Sherman""]",48,True,"["" was""]",prefix
376,15,10,False,[],15,True,"["" =""]",15,True,"["">>""]",15,True,"[""5""]",5,False,"["" there""]",15,True,"[""4""]",15,True,"["" <<""]",15,True,"[""4""]",15,True,"["" -""]",15,True,"[""5""]",15,True,"[""0""]",greedy_ig
376,15,10,False,[],15,True,"[""0""]",10,False,"[""There""]",10,False,"["" are""]",10,False,"[""4""]",15,True,"[""0""]",20,False,"[""/""]",20,False,"[""2""]",20,False,"["" =""]",15,True,"["" <<""]",15,True,"[""4""]",prefix
377,50,62,False,[],50,True,"[""5""]",50,True,"["" =""]",50,True,"["" apples""]",50,True,"[""4""]",50,True,"[""4""]",50,True,"["",""]",50,True,"[""2""]",50,True,"[""6""]",50,True,"[""2""]",50,True,"[""2""]",greedy_ig
377,50,62,False,[],50,True,"["" that""]",50,True,"[""Since""]",40,False,"["" each""]",40,False,"["" apple""]",60,False,"["" costs""]",40,False,"["" $""]",40,False,"[""4""]",40,False,"["",""]",40,False,"["" it""]",50,True,"["" means""]",prefix
378,15,15,True,[],15,True,"[""5""]",15,True,"["" <<""]",15,True,"["">>""]",15,True,"["" missed""]",15,True,"[""5""]",15,True,"[""5""]",15,True,"["".""]",15,True,"[""0""]",15,True,"["" <<""]",15,True,"[""0""]",greedy_ig
378,15,15,True,[],35,False,"["" pairs""]",20,False,"[""Split""]",splitting the problem into cases parts:,False,"[""ting""]",35,False,"["" the""]",20,False,"["" pairs""]",5,False,"["" shows""]",35,False,"["" there""]",20,False,"["" were""]",25,False,"[""1""]",20,False,"[""0""]",prefix
379,21,21,True,[],21,True,"[""4""]",21,True,"[""2""]",21,True,"[""2""]",22,False,"[""2""]",21,True,"[""1""]",21,True,"[""1""]",21,True,"[""####""]",21,True,"["" cookies""]",21,True,"[""2""]",21,True,"["".""]",greedy_ig
379,21,21,True,[],21,True,"["" +""]",21,True,"[""The""]",21,True,"["" number""]",21,True,"["" of""]",21,True,"["" Rachel""]",21,True,"[""'s""]",21,True,"["" cookies""]",21,True,"["" is""]",21,True,"[""2""]",21,True,"[""3""]",prefix
380,803,773,False,[],8,False,"[""5""]",803,True,"["" $<<""]",803,True,"[""+""]",803,True,"["".""]",83,False,"[""####""]",83,False,"["" has""]",8,False,"[""an""]",8,False,"[""8""]",83,False,"["".""]",8,False,"["" /""]",greedy_ig
380,803,773,False,[],73,False,"[""5""]",73,False,"[""K""]",733,False,"[""aran""]",733,False,"[""'s""]",733,False,"["" interest""]",739,False,"["" is""]",73,False,"["" $""]",73,False,"[""3""]",73,False,"["",""]",73,False,"[""6""]",prefix
381,67,67,True,[],67,True,"[""####""]",67,True,"["" <<""]",67,True,"["" *""]",67,True,"[""Cho""]",67,True,"["" km""]",67,True,"[""7""]",67,True,"[""6""]",67,True,"[""2""]",67,True,"[""6""]",67,True,"[""6""]",greedy_ig
381,67,67,True,[],67,True,"[""4""]",67,True,"[""Cho""]",67,True,"["" =""]",67,True,"[""1""]",67,True,"[""4""]",67,True,"["" *""]",67,True,"[""8""]",67,True,"["" =""]",67,True,"["" <<""]",67,True,"[""1""]",prefix
382,350,250,False,[],250,False,"["" =""]",250,False,"["">>""]",270,False,"["" +""]",270,False,"["" <<""]",270,False,"[""5""]",220,False,"[""0""]",250,False,"[""The""]",250,False,"[""0""]",250,False,"["" of""]",250,False,"[""0""]",greedy_ig
382,350,250,False,[],350,True,"["" <<""]",250,False,"[""Ax""]",250,False,"[""el""]",250,False,"["" has""]",250,False,"[""5""]",250,False,"[""0""]",350,True,"["" +""]",350,True,"[""8""]",350,True,"[""0""]",350,True,"["" =""]",prefix
383,2,3,False,[],6,False,"["" of""]",6,False,"[""It""]",6,False,"["" =""]",6,False,"["" lemonade""]",6,False,"["" profit""]",6,False,"[""-""]",2,True,"["" *""]",6,False,"["" lemonade""]",6,False,"[""2""]",2,True,"["" =""]",greedy_ig
383,2,3,False,[],3,False,"[""2""]",8,False,"[""She""]",8,False,"["" has""]",3,False,"["" enough""]",3,False,"["" supplies""]",8,False,"["" to""]",8,False,"["" make""]",3,False,"[""3""]",6,False,"["" *""]",6,False,"[""1""]",prefix
384,32,40,False,[],32,True,"["".""]",32,True,"["">>""]",32,True,"["" -""]",32,True,"["" his""]",80,False,"[""6""]",32,True,"["" equal""]",32,True,"[""4""]",32,True,"[""8""]",32,True,"["" land""]",32,True,"[""Since""]",greedy_ig
384,32,40,False,[],32,True,"[""3""]",40,False,"[""Mr""]",40,False,"["".""]",40,False,"["" R""]",40,False,"[""uther""]",32,True,"["" is""]",40,False,"["" left""]",5,False,"["" with""]",12.8,False,"[""1""]",32,True,"["" -""]",prefix
385,16,11,False,[],16,True,"[""3""]",36,False,"[""If""]",16,True,"["" <<""]",16,True,"[""=""]",16,True,"["" there""]",16,True,"["" performing""]",16,True,"[""'t""]",16,True,"[""5""]",16,True,"["" the""]",16,True,"[""1""]",greedy_ig
385,16,11,False,[],18,False,"["" female""]",30,False,"[""The""]",30,False,"[""5""]",16,True,"[""0""]",50,False,"["" person""]",16,True,"["" choir""]",30,False,"["" is""]",30,False,"[""5""]",16,True,"[""0""]",16,True,"[""%""]",prefix
386,80,80,True,[],80,True,"[""4""]",80,True,"[""9""]",80,True,"["" test""]",80,True,"[""0""]",80,True,"[""0""]",80,True,"["",""]",80,True,"[""4""]",80,True,"[""0""]",80,True,"["" his""]",80,True,"[""8""]",greedy_ig
386,80,80,True,[],80,True,"[""1""]",80,True,"[""He""]",80,True,"["" received""]",80,True,"[""6""]",80,True,"[""5""]",80,True,"["",""]",80,True,"[""9""]",80,True,"[""4""]",80,True,"["",""]",80,True,"[""8""]",prefix
387,36,36,True,[],36,True,"[""pen""]",36,True,"[""/""]",36,True,"["" $""]",36,True,"["" =""]",36,True,"["" pencils""]",36,True,"[""cil""]",36,True,"["" $""]",36,True,"["" x""]",36,True,"[""3""]",36,True,"[""8""]",greedy_ig
387,36,36,True,[],36,True,"["" x""]",36,True,"[""Six""]",36,True,"["" er""]",36,True,"[""asers""]",36,True,"["" cost""]",36,True,"["" $""]",36,True,"[""2""]",36,True,"[""/""]",36,True,"[""er""]",33,False,"[""aser""]",prefix
388,88,88,True,[],88,True,"["".""]",88,True,"["" the""]",88,True,"["" messages""]",88,True,"["" messages""]",88,True,"[""8""]",88,True,"[""3""]",88,True,"["" total""]",88,True,"["" messages""]",88,True,"[""8""]",88,True,"[""8""]",greedy_ig
388,88,88,True,[],88,True,"["" gets""]",88,True,"[""First""]",88,True,"["" find""]",88,True,"["" the""]",88,True,"["" number""]",88,True,"["" of""]",88,True,"["" messages""]",88,True,"["" Mr""]",88,True,"["".""]",88,True,"["" Yu""]",prefix
